LineId,Content,EventId,EventTemplate
1499,Running task 15.0 in stage 27.0 (TID 1255),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1500,"Times: total = 39, boot = 12, init = 26, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1501,"Times: total = 42, boot = 13, init = 28, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1502,"Times: total = 40, boot = 10, init = 29, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1503,Finished task 11.0 in stage 27.0 (TID 1251). 2402 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1504,Finished task 12.0 in stage 27.0 (TID 1252). 2486 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1505,"Times: total = 41, boot = 11, init = 29, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1506,Found block rdd_42_15 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1507,Finished task 14.0 in stage 27.0 (TID 1254). 2404 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1508,Got assigned task 1256,16,Got assigned task <:NUM:>
1509,Running task 16.0 in stage 27.0 (TID 1256),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1510,Got assigned task 1257,16,Got assigned task <:NUM:>
1511,Finished task 13.0 in stage 27.0 (TID 1253). 2522 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1512,Running task 17.0 in stage 27.0 (TID 1257),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1513,Got assigned task 1258,16,Got assigned task <:NUM:>
1514,Running task 18.0 in stage 27.0 (TID 1258),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1515,Got assigned task 1259,16,Got assigned task <:NUM:>
1516,Running task 19.0 in stage 27.0 (TID 1259),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1517,Found block rdd_42_16 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1518,Found block rdd_42_17 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1519,Found block rdd_42_19 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1520,Found block rdd_42_18 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1521,"Times: total = 42, boot = 19, init = 22, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1522,Finished task 15.0 in stage 27.0 (TID 1255). 2523 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1523,"Times: total = 39, boot = 15, init = 24, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1524,Got assigned task 1260,16,Got assigned task <:NUM:>
1525,Running task 20.0 in stage 27.0 (TID 1260),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1526,Finished task 16.0 in stage 27.0 (TID 1256). 2171 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1527,"Times: total = 40, boot = 14, init = 26, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1528,"Times: total = 39, boot = 13, init = 25, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1529,Found block rdd_42_20 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1530,Got assigned task 1261,16,Got assigned task <:NUM:>
1531,Running task 21.0 in stage 27.0 (TID 1261),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1532,Finished task 19.0 in stage 27.0 (TID 1259). 2517 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1533,Finished task 17.0 in stage 27.0 (TID 1257). 2128 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1534,"Times: total = 42, boot = 16, init = 25, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1535,Finished task 18.0 in stage 27.0 (TID 1258). 2349 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1536,Got assigned task 1262,16,Got assigned task <:NUM:>
1537,Running task 22.0 in stage 27.0 (TID 1262),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1538,Got assigned task 1263,16,Got assigned task <:NUM:>
1539,Found block rdd_42_21 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1540,Running task 23.0 in stage 27.0 (TID 1263),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1541,Got assigned task 1264,16,Got assigned task <:NUM:>
1542,Running task 24.0 in stage 27.0 (TID 1264),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1543,Found block rdd_42_22 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1544,Found block rdd_42_24 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1545,Found block rdd_42_23 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1546,"Times: total = 40, boot = 17, init = 22, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1547,Finished task 20.0 in stage 27.0 (TID 1260). 2355 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1548,"Times: total = 41, boot = 19, init = 21, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1549,Got assigned task 1265,16,Got assigned task <:NUM:>
1550,Running task 25.0 in stage 27.0 (TID 1265),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1551,Finished task 21.0 in stage 27.0 (TID 1261). 2486 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1552,"Times: total = 41, boot = 14, init = 25, finish = 2",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1553,"Times: total = 41, boot = 11, init = 29, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1554,Got assigned task 1266,16,Got assigned task <:NUM:>
1555,Running task 26.0 in stage 27.0 (TID 1266),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1556,"Times: total = 41, boot = 19, init = 21, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1557,Found block rdd_42_25 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1558,Finished task 22.0 in stage 27.0 (TID 1262). 2171 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1559,Finished task 24.0 in stage 27.0 (TID 1264). 2592 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1560,Finished task 23.0 in stage 27.0 (TID 1263). 2385 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1561,Found block rdd_42_26 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1562,Got assigned task 1267,16,Got assigned task <:NUM:>
1563,Running task 27.0 in stage 27.0 (TID 1267),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1564,Got assigned task 1268,16,Got assigned task <:NUM:>
1565,Running task 28.0 in stage 27.0 (TID 1268),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1566,Got assigned task 1269,16,Got assigned task <:NUM:>
1567,Running task 29.0 in stage 27.0 (TID 1269),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1568,Found block rdd_42_27 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1569,Found block rdd_42_28 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1570,Found block rdd_42_29 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1571,"Times: total = 42, boot = 14, init = 27, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1572,"Times: total = 41, boot = 35, init = 5, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1573,"Times: total = 41, boot = 34, init = 6, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1574,"Times: total = 42, boot = 34, init = 7, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1575,Finished task 27.0 in stage 27.0 (TID 1267). 2182 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1576,Finished task 28.0 in stage 27.0 (TID 1268). 2349 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1577,Finished task 26.0 in stage 27.0 (TID 1266). 2267 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1578,Finished task 25.0 in stage 27.0 (TID 1265). 2355 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1579,Got assigned task 1270,16,Got assigned task <:NUM:>
1580,Running task 30.0 in stage 27.0 (TID 1270),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1581,Got assigned task 1271,16,Got assigned task <:NUM:>
1582,Running task 31.0 in stage 27.0 (TID 1271),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1583,Got assigned task 1272,16,Got assigned task <:NUM:>
1584,Running task 32.0 in stage 27.0 (TID 1272),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1585,Got assigned task 1273,16,Got assigned task <:NUM:>
1586,Running task 33.0 in stage 27.0 (TID 1273),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1587,Found block rdd_42_31 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1588,Found block rdd_42_32 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1589,Found block rdd_42_33 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1590,Found block rdd_42_30 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1591,"Times: total = 108, boot = 28, init = 79, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1592,Finished task 29.0 in stage 27.0 (TID 1269). 2349 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1593,Got assigned task 1274,16,Got assigned task <:NUM:>
1594,Running task 34.0 in stage 27.0 (TID 1274),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1595,Found block rdd_42_34 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1596,"Times: total = 40, boot = -27, init = 66, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1597,Finished task 31.0 in stage 27.0 (TID 1271). 2128 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1598,"Times: total = 42, boot = -28, init = 69, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1599,"Times: total = 41, boot = -24, init = 64, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1600,"Times: total = 41, boot = -15, init = 55, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1601,Finished task 32.0 in stage 27.0 (TID 1272). 2801 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1602,Finished task 33.0 in stage 27.0 (TID 1273). 2592 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1603,Got assigned task 1275,16,Got assigned task <:NUM:>
1604,Running task 35.0 in stage 27.0 (TID 1275),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1605,Finished task 30.0 in stage 27.0 (TID 1270). 2859 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1606,Got assigned task 1276,16,Got assigned task <:NUM:>
1607,Running task 36.0 in stage 27.0 (TID 1276),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1608,Got assigned task 1277,16,Got assigned task <:NUM:>
1609,Running task 37.0 in stage 27.0 (TID 1277),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1610,Got assigned task 1278,16,Got assigned task <:NUM:>
1611,Running task 38.0 in stage 27.0 (TID 1278),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1612,Found block rdd_42_35 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1613,Found block rdd_42_37 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1614,Found block rdd_42_38 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1615,Found block rdd_42_36 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1616,"Times: total = 41, boot = 11, init = 29, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1617,Finished task 34.0 in stage 27.0 (TID 1274). 2128 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1618,Got assigned task 1279,16,Got assigned task <:NUM:>
1619,Running task 39.0 in stage 27.0 (TID 1279),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1620,Found block rdd_42_39 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1621,"Times: total = 41, boot = 31, init = 9, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1622,"Times: total = 39, boot = 27, init = 11, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1623,Finished task 35.0 in stage 27.0 (TID 1275). 2430 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1624,"Times: total = 40, boot = 20, init = 19, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1625,Finished task 38.0 in stage 27.0 (TID 1278). 2882 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1626,"Times: total = 42, boot = 27, init = 14, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1627,Finished task 37.0 in stage 27.0 (TID 1277). 2349 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1628,Finished task 36.0 in stage 27.0 (TID 1276). 2673 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1629,"Times: total = 39, boot = 17, init = 21, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1630,Finished task 39.0 in stage 27.0 (TID 1279). 2267 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1631,Got assigned task 1280,16,Got assigned task <:NUM:>
1632,Running task 0.0 in stage 28.0 (TID 1280),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1633,Got assigned task 1281,16,Got assigned task <:NUM:>
1634,Running task 1.0 in stage 28.0 (TID 1281),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1635,Got assigned task 1282,16,Got assigned task <:NUM:>
1636,Running task 2.0 in stage 28.0 (TID 1282),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1637,Got assigned task 1283,16,Got assigned task <:NUM:>
1638,Running task 3.0 in stage 28.0 (TID 1283),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1639,Got assigned task 1284,16,Got assigned task <:NUM:>
1640,Running task 4.0 in stage 28.0 (TID 1284),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1641,Started reading broadcast variable 39,18,Started reading broadcast variable <:NUM:>
1642,"Block broadcast_39_piece0 stored as bytes in memory (estimated size 5.4 KB, free 859.1 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1643,Reading broadcast variable 39 took 716 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
1644,"Block broadcast_39 stored as values in memory (estimated size 9.2 KB, free 868.3 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1645,Found block rdd_42_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1646,Found block rdd_42_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1647,Found block rdd_42_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1648,Found block rdd_42_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1649,Found block rdd_42_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1650,"Times: total = 39, boot = -790, init = 829, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1651,"Times: total = 38, boot = -784, init = 822, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1652,"Times: total = 39, boot = -784, init = 823, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1653,Finished task 4.0 in stage 28.0 (TID 1284). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1654,"Times: total = 41, boot = -768, init = 809, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1655,Finished task 2.0 in stage 28.0 (TID 1282). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1656,Finished task 3.0 in stage 28.0 (TID 1283). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1657,"Times: total = 49, boot = -793, init = 841, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1658,Got assigned task 1285,16,Got assigned task <:NUM:>
1659,Running task 5.0 in stage 28.0 (TID 1285),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1660,Finished task 0.0 in stage 28.0 (TID 1280). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1661,Got assigned task 1286,16,Got assigned task <:NUM:>
1662,Running task 6.0 in stage 28.0 (TID 1286),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1663,Got assigned task 1287,16,Got assigned task <:NUM:>
1664,Finished task 1.0 in stage 28.0 (TID 1281). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1665,Running task 7.0 in stage 28.0 (TID 1287),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1666,Got assigned task 1288,16,Got assigned task <:NUM:>
1667,Running task 8.0 in stage 28.0 (TID 1288),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1668,Found block rdd_42_5 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1669,Found block rdd_42_6 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1670,Got assigned task 1289,16,Got assigned task <:NUM:>
1671,Running task 9.0 in stage 28.0 (TID 1289),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1672,Found block rdd_42_7 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1673,Found block rdd_42_8 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1674,Found block rdd_42_9 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1675,"Times: total = 38, boot = 23, init = 15, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1676,"Times: total = 40, boot = 16, init = 24, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1677,Finished task 6.0 in stage 28.0 (TID 1286). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1678,"Times: total = 42, boot = 13, init = 28, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1679,Finished task 5.0 in stage 28.0 (TID 1285). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1680,"Times: total = 39, boot = 23, init = 16, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1681,"Times: total = 42, boot = 13, init = 29, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1682,Finished task 7.0 in stage 28.0 (TID 1287). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1683,Got assigned task 1290,16,Got assigned task <:NUM:>
1684,Running task 10.0 in stage 28.0 (TID 1290),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1685,Got assigned task 1291,16,Got assigned task <:NUM:>
1686,Running task 11.0 in stage 28.0 (TID 1291),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1687,Got assigned task 1292,16,Got assigned task <:NUM:>
1688,Finished task 9.0 in stage 28.0 (TID 1289). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1689,Finished task 8.0 in stage 28.0 (TID 1288). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1690,Running task 12.0 in stage 28.0 (TID 1292),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1691,Found block rdd_42_10 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1692,Got assigned task 1293,16,Got assigned task <:NUM:>
1693,Running task 13.0 in stage 28.0 (TID 1293),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1694,Found block rdd_42_11 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1695,Got assigned task 1294,16,Got assigned task <:NUM:>
1696,Running task 14.0 in stage 28.0 (TID 1294),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1697,Found block rdd_42_12 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1698,Found block rdd_42_13 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1699,Found block rdd_42_14 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1700,"Times: total = 40, boot = 21, init = 19, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1701,"Times: total = 39, boot = 19, init = 20, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1702,"Times: total = 41, boot = 17, init = 24, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1703,Finished task 10.0 in stage 28.0 (TID 1290). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1704,Finished task 12.0 in stage 28.0 (TID 1292). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1705,Got assigned task 1295,16,Got assigned task <:NUM:>
1706,Running task 15.0 in stage 28.0 (TID 1295),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
